http://vk.com/club23874050;3055081,16641337,19477542,22195607,23302638,25099725,27241569,28453410,30146349,33710022,40375173,43049883,43303104,52963423,53038912,53901147,56041769,56305182,58031973,59131253,64192832,64475345,64645676,66777935,67778756,68981691,71633131,72293816,74010468,77577336,77662736,77694103,79199927,79472755,79875024,86528895,88809459,88839756,88931947,89158080,90168189,90169927,90795588,93039578,93654448,94326892,96409030,96593224,96652044,96943600,98511055,98566030,98669175,100166720,100555203,100684043,101319115,102942349,103308934,103483206,103530345,106400838,106586093,106739311,106972322,107166842,107391428,107542229,108413073,109398228,109743886,110614472,111057232,112080445,113074851,113167914,113929537,115807277,115808997,116512429,117238350,118133455,118195835,118279034,118443393,118499014,119470646,119490678,119708688,120043504,120221965,120262268,120386937,121038586,121281746,121316386,124108234,125014983,125020341,126291864,127918630,129889730,131387900,131622690,131961980,132188255,132414583,132643818,133068762,133193826,133589604,133637323,134147015,134305173,134314290,136472648,136900031,137278546,137538335,137912162,138430318,138546107,138634886,138820781,139222690,140045900,140331223,140385612,141734022,141880470,143736464,144959354,147092648,147696765,153353818,153445709,155864832,156422290,156646771,157203474,158221330,158796925,166682247,166887767,170736099,197808701,226102319,249585387,300797368,309362275,404064725,448447077
http://vk.com/club23873625;19289570,108183338,113074851,136714115,137716951,158308676,181608518,188620544,211670714,314706005,325649171,364059143,452611208,504667275
http://vk.com/club23876601;8529763,9182832,20655404,26971536,28452853,37898188,50237144,51894357,57738305,62839921,69304181,69473008,72729791,73351299,73975472,78888139,86137465,88509351,107479907,113074851,119179496,123538810,132304858,132305755,140657814,159176349,179344679,187896530,288876172,297711275,307284077,329890014,333989672,339711053,348621546,364059143,369906807,413774639,452611208
http://vk.com/club23878240;605878,731357,796189,1429427,2679815,2679891,4791893,5005805,7126543,8564761,8745154,8835311,11129752,11276307,12916737,14562270,14629231,14817830,15025169,16127331,16445616,17969917,18233519,20677174,21517169,24007700,26296817,27556795,30068627,32055901,32123266,32412696,43022904,44866219,46769786,47885724,50992815,51981680,57089633,70225358,70661422,93136643,95876873,96129675,113074851,117936714,122704211,127713150,131788221,132123870,137959036,138212053,146309159,150100753,150249037,154095592,158597492,162223388,169820263,180764409,191272072,196767855,197726644,201472372,204933254,270339996,297562581,304288883,380299118
http://vk.com/club23882218;757357,2773411,4607423,6235729,7706177,13348442,17431599,19121415,19389838,19487341,19591213,19643817,20484130,21453053,23013730,24004099,24129124,25093246,26112706,31590136,32093547,33408078,33497457,38357938,43357407,52920907,55661458,57416818,58453682,61741280,62809334,72496801,82145948,85773691,100423116,104524650,113074851,122020622,130007481,131844677,134821150
http://vk.com/club23885080;7983151,21212871,22342195,27045420,29011516,45790671,60795766,62364486,69910668,69968036,74038484,88580163,104588856,113074851,118360656,119608389,190817812,206515670,212463677,220118747,249525093,261368093,272450028,300658299,344927412,374479934
http://vk.com/club23886652;25383627,28929633,67717403,68494989,69607378,71978905,76097885,76155284,102151496,113074851,114901112,120942247,121091730,125666712,125862082,127767171,160354983,197379008
http://vk.com/club23889870;251396419,250410699,250043635,249579173,249474401,247707224,247064363,246324663,245892140,244759668,244391585,243967544,243521233,242750968,242592328,242316820,240203438,240004595,239086872,238600145,238515788,238438311,237498956,236471677,236259410,235025389,234961030,233497538,233039280,232648969,231905770,231406336,230308430,229894726,228833972,228832709,228375660,228188928,227699020,227495875,227441212,226587090,226480930,225833546,225385206,225268337,224733137,222789545,221866402,221395851,221130225,221038157,220764143,220194297,219707734,219642365,218736874,218203727,216070202,215692941,215422857,214974718,213868169,213400994,154119798,154053422,154048975,153648446,153574584,153480125,153444229,153316688,153143659,153140772,152996417,152779292,152743604,152702248,152371630,152357870,152280202,152271815,152202101,152130673,151939518,151826319,151755875,151653613,151602341,151478906,151427038,151403950,151306954,151284211,151216082,151202381,131684259,131636773,131618996,131571856,131539058,131522199,131436715,131224115,130719852,130718749,128839427,128559983,127777480,127449102,126459399,125919521,125586725,125572302,125184440,124995883,124775006,124726226,124264882,124033540,123909121,123583395,123583258,123517327,123070796,122547037,122383143,122337285,88824755,88519207,88196915,88093404,87575714,87266329,87210673,86911449,86583639,86545617,86474420,86234404,85742814,85586700,85554552,85482025,85384514,85253274,84726329,84635792,84365403,83504532,83148183,82966996,82777031,82486419,82447103,81919021,81906776,81654261,81645329,81512259,64532046,64474171,64402606,64019902,63786291,63616088,63461445,63408899,63078471,62811295,62713482,62167663,62052063,61571927,61500221,61263525,46864855,46592470,46362403,46099733,45841343,44989374,44797225,44531176,44419756,44221132,44025065,43563338,43212748,43066859,42535880,42285350,34340263,33867715,33781501,33637537,33624334,33600161,33357944,33351747,33347741,32826082,32572627,32455717,32423029,32410700,31798262,31751321,30060682,29408206,29371281,29291429,29130159,28856820,28150846,27544732,27431610,27118806,26687334,26567697,26276365,25609659,25066519,24947339,24249583,24192746,24181064,23312164,22191499,21274855,20244377,20029590,18507484,18212384,17494500,17255694,17080171,16828740,16677180,16611783,15750335,14696180,14373258,12057713,11130865,11109816,10844891,9847540,8192232,7731016,7340167,6653787,3738182,519765114,517176022,517045977,516165545,514168965,513210960,510585289,508763749,506682736,505741981,505619309,504676155,504274187,504102273,503922883,503542094,502901221,502888471,501946109,501648539,500430809,500159597,499761658,497355150,495898063,494958215,491307014,486816483,486526323,480856213,480788182,480386035,478892167,477796967,477690420,474334707,473265876,472953785,467484155,464070464,458466173,455076431,452556418,450472113,449503401,448810959,448749263,448547981,447687765,447671316,446651878,446429339,446093076,445832523,445656419,445585621,445541605,445306166,442935794,442593356,442413071,442235681,440941468,440332445,326863837,326547378,325089462,323762488,323405706,321608567,319991044,319734375,319312724,318069116,317609797,317078984,316335659,313869978,313094892,312960636,311139305,310001830,307914655,307038295,303065149,302961992,302716387,302038833,300264750,299824103,298325209,295065045,293261488,289992616,288261098,287109326,184751935,184539069,184408106,183788493,183215321,182574420,182411163,182223983,181826342,181623973,180839257,180335035,179825163,179788852,179300728,179093755,178672319,178633592,178471860,176629856,176542005,176392822,176378024,175971569,175783966,174507324,173665539,173346586,172776902,172256039,172122781,171436562,140474724,140454296,140354461,140045150,139942739,139847694,139752856,139631986,139492086,139463300,139411244,139186538,139066716,138959647,138923365,138889716,138647642,138331449,138017869,137802255,137660244,137619170,137569095,137435362,137409970,137172494,137039036,137006834,136981382,136938449,136823582,136677742,122315622,122305745,122103471,122052356,120933671,120931225,119808824,119026422,118761939,118179191,117943603,117774747,117720842,116831278,116426438,116199909,99348414,99304286,99183526,99056067,98774672,98674912,98649685,98116414,97567463,97026598,96983009,96782610,96508077,96068261,96020423,95875262,77279299,77210493,77107269,76891466,76617427,75460003,74810987,74801128,74503155,74468703,74173060,73712604,73507793,73378494,73120197,73091803,67000389,66772022,66736916,66664517,66498048,66425039,66338460,66032747,56023314,55677083,55546735,55057145,54918829,54223185,53144174,53028603,48814103,48589255,48153684,48152682,47910971,47543089,47361407,47028038,40535018,40314931,40120979,39746078,39026707,38398200,38326886,37325607,36353903,36051677,35807715,35535041,35162328,34939944,34839621,34680788,31545541,31390300,31093917,31061528,24276144,440271471,439961914,438954362,437892525,437511944,436413874,427543962,427002693,424401190,421027285,415547279,415331957,409185463,406387082,402521887,398247511,397524284,396582275,396208746,394090270,393784716,389323569,384183868,383372848,383283249,381984618,381189944,378991488,378413366,378349554,375689150,374092860,213190321,213022840,213014866,212886239,212134313,211618131,211573030,211334436,210262234,210031017,210029578,209823022,208709772,208349366,207773989,207765447,207678984,207512300,206197584,204897360,204490631,204207896,204045445,203956697,203820399,203225910,203175800,203132413,202427368,201937403,201327344,201315117,151198675,150912244,150885667,150423423,150346631,149431420,148915382,148903669,148894286,148623541,148533511,148344874,148252484,148235891,148156642,147791440,147701350,147566994,147168949,147082194,146805551,146771545,146631993,146573927,146559821,146268059,146086904,146084956,146055953,145963786,145935697,145887811,135057070,134983188,134916554,134584347,134567842,134518320,134464951,134356723,134315124,134276022,134269966,134153351,134087688,134031293,133956594,133847879,112598489,112448763,112422208,112382668,112131042,112106608,111485043,110869677,110593533,110581938,110563664,110353976,107764214,107701059,107289495,107253713,95397956,95330414,95249865,94839483,94771116,94620474,94608354,94558214,94535196,93895434,93509734,93309982,93290200,93036765,92807626,92572704,81372861,81150019,81114502,80646311,80596983,80560041,79985070,79332190,71593103,71552465,70743818,70248239,69873382,69594332,69310516,69298343,60524959,59490409,59401372,58847289,58574392,58477819,58442438,57551938,52460168,52277859,52273663,52125200,50548598,50344592,50294640,49574241,42064492,41936159,41853344,40956084,40945645,40601494,39679460,39665060,39333239,39028600,37216895,36513864,31035126,536602044,534276783,531558267,530291659,530143354,527980604,527584835,527121041,522532482,520995716,520943867,520522900,287009015,286833733,285819160,285801513,284107271,280593861,278953862,276406984,276025153,275187370,273513441,271199241,269856553,269072194,268728796,267835393,267156604,266983416,265925677,265215689,264008918,262313136,262229309,258492155,258340070,257022256,255205663,255151936,254466758,253546570,252658311,251483915,170776874,170725549,170592375,170260256,170158898,170054254,170015327,168849728,168647277,167176861,166818474,166759062,166490516,166341581,165957873,165265652,165225786,164817375,164666638,163726037,162886102,162484218,162440427,161371131,160941297,159929931,159765067,159249631,158889412,157830119,157510809,157482943,145811890,145802494,145583676,145457967,145403416,145342930,145259899,144665773,144524471,144500553,144466532,144077433,143945374,143931090,143792813,143653616,136604745,136516061,136454798,136434244,136410353,136320530,136238573,136207548,136172764,136160668,135643731,135597422,135413633,135260102,135199420,135078726,106691453,106679862,106551137,106294778,106251473,106203632,105198255,104920074,104487217,104190374,104060997,104001354,103993722,103807311,103380845,103302818,101641139,101592762,101313976,100559170,99826572,99643374,99630543,99528604,92280956,91946059,91783293,91685626,91373928,91358159,91291325,91109331,78920652,78849935,78246089,78119963,77807222,77653642,77611379,77578000,68913641,68131180,68053014,67603219,65748381,65679456,65027643,64839865,57449165,56689991,56237309,56163931,52956720,52756075,52005734,51999091,51802959,50594639,49377089,48899072,36741658,373464315,368858359,368109710,366482218,363828831,363828568,361487315,360923926,356220819,353023307,353018288,348277091,343145627,342750489,342094617,341409124,341063862,340199915,339702249,339476443,339149410,339010033,338769703,338723723,335984892,334357321,334120178,333853754,332524605,330840799,329679895,327530998,201272788,201228296,200631333,200625512,199201808,198983213,198190507,197914811,197737633,197101844,197057143,195571566,195457395,194864796,194532805,193934024,192459375,192424245,192319551,191813589,191455271,190830379,190763669,190541965,189952498,189225408,188893985,187965232,186923194,186204476,185486118,185297652,157298569,156801011,156679795,156166123,155904037,155655820,155546062,155064074,155026026,155002283,154923616,154786802,154778290,154762811,154449532,154370785,143627038,143360980,143295269,143201767,143029998,142919724,142602420,142043692,141262473,141219459,141007215,140891496,140890518,140846488,140834273,140515971,133697575,133514982,133339694,133335321,133269624,133237293,133183302,132957401,132751077,132629733,132425241,132130978,131945569,131833312,131704792,131704126,115715530,115145316,114616755,114417401,114099654,113984588,113074851,112807505,103149844,102821196,102485042,102173935,102055703,102022390,101939939,101932464,91091734,90956277,90836888,90775139,89959097,89847056,89819036,89622775
http://vk.com/club23891708;18909177,22485785,30232786,36886305,52636905,77642937,81876049,96035517,99545455,102070478,105153753,106230448,109387564,113074851,119247119,119725562,122450304,133243451,133415527,135620969,186096596,218851562,319857162,349430987
http://vk.com/club23895273;1909964,3040233,4767325,5081753,5112894,113074851,117943603,129217672,158304410,191601384,310653989
